	context_id	word	gold_sense_id	predict_sense_id	positions	context
2801	4875	записка		0	11-19	Напиши ему записку, чтобы купил хлеба, и оставь на столе
2802	4876	записка		1	120-128	На одном из таких собраний […] я впервые услышал фамилию человека, которому впоследствии суждено было стать героем этих записок
2803	4877	записка		1	67-77	Скандал мог получиться грандиозный, с оргвыводами, объяснительными записками и прочими неприятностями
2804	4878	записка		1	3-12	В «Записках Императорского Русского географического общества» П.Ф. Унтербергер дал подробное описание дальневосточных губерний 1906-1910 гг
2805	4879	записка		0	20-28	Пишу постоянно себе записки— не забыть то, не забыть это
2806	4880	записка		5		начался многолетний цикл публикаций П.И. Зинченко по памяти
2807	4881	записка		4	36-44	Брежневу мой дядя посылал анонимные записки. Он писал их в сберегательной кассе фиолетовыми чернилами
2808	4882	записка		0	24-32	Я кое-как нацарапал две записки и сунул одну под дверь, другую — в почтовый ящик, на всякий случай
2809	4883	записка		1	15-23	Объяснительная записка
2810	4884	записка		0	15-23	Он оставил мне записку с номером телефона
2811	4885	записка		3	8-16	«Ученые записки ЛГУ»
2812	4886	записка		5	13-21	опубликовать записки известного режиссера
2813	4887	записка		5	0-8	записки о войне 1812 года
2814	4888	запись		2	13-20	Использованы записи сентябрьских радиовыступлений Ахматовой […] и Шостаковича
2815	4889	запись		2	49-56	Прием граждан осуществляется без предварительной записи в порядке живой очереди
2816	4890	запись		1	14-21	Переслушивать записи информантов
2817	4891	запись		1	33-40	Бабке Матрене товар выдается без записи: с бабкой Матреной у Кортомы свои, особые счеты
2818	4892	запись		1	37-45	Пластинка была тяжелая, старинная, с записью на одной стороне
2819	4893	запись		2	41-48	Сотрудниками регистратуры осуществляется запись к специалистам
2820	4894	запись		3	32-39	Потом танцуют под магнитофонные записи
2821	4895	запись		1	25-32	Жесткий диск переполнен, запись на него невозможна
2822	4896	запись		2	70-77	Обязательным условием для участников эксперимента является ежедневная запись своих ощущений в специальном дневнике
2823	4897	запись		3	7-14	У меня запись на два часа
2824	4898	запись		5	6-13	Вы по записи или вне очереди?
2825	4899	запись		3	28-35	У меня осталась дневниковая запись об этой встрече
2826	4900	запись		0	10-17	Последние записи были сделаны карандашом, буквы налезали одна на другую
2827	4901	запись		0	4-11	Эти записи [на полях рукописей] согласуются с летописью, где сказано, что в 1054– 73 гг. правил Изяслав, а в 1073– 76 гг.– Святослав
2828	4902	запись		0	36-45	Он писал быстро, мельком сверяясь с записями, сделанными в Сталинграде
2829	4903	запись		2	23-30	использовать буквы для записи чисел
2830	4904	запись		0	138-145	В психушке он, трезвый и тихий, писал то ли воспоминания, то ли дневники, то ли какие-то свои соображения о жизни – почему-то называя эти записи странным словом «эссе»
2831	4905	запись		1	71-79	Благодаря стараниям С. Э. Шноля в Пущине скопилась большая коллекция – записей двадцать, пять километров пленки, десятки бобин
2832	4906	запись		2	0-7	Запись на публичную лекцию уже открыта
2833	4907	запись		2	123-130	Победитель Конкурса обязуется подтвердить свое согласие на участие в видеосъемке, телевизионной съемке, фотосъемке и / или записи в иной форме
2834	4908	запись		4	11-18	показать в записи
2835	4909	запись		1	122-129	Потом у случайного посетителя Грибоедова начинали разбегаться глаза от надписей, пестревших на ореховых теткиных дверях: «Запись в очередь на бумагу у Поклевкиной», «Касса», «Личные расчеты скетчистов»
2836	4910	запись		2	121-128	Вот полный список имен: В. Буркотенко (W. Burkotenko), П. Кушанов (P. Kuschanow), Orin Dyekov Seev (видимо, искажено при записи)
2837	4911	запись		2	0-7	Запись программы «НТВшники», посвященной новому финансовому кризису, неожиданно закончилась дракой
2838	4912	запись		0	0-7	Записи писцов на полях книг
2839	4913	запись		1	0-7	Запись к парикмахеру на стрижку и окрашивание волос
2840	4914	запись		4	11-18	Тихо! Идет запись
2841	4915	запись		1	3-11	Но записей оказалось мало – да к тому же на дряхлом магнитофоне, на заезженных пленках
2842	4916	запись		2	88-95	Единственным свидетельством событий, произошедших в ее жизни за последующий год, служат записи под цветочными композициями, сделанные в ее альбоме-гербарии
2843	4917	запись		3	9-16	Во время записи концерта
2844	4918	запись		3	16-24	Я застал его за записью впечатлений дня
2845	4919	запись		1	56-63	Абакумов перекладывал обе авторучки, приготовленные для записи, из внутреннего кармана в наружный грудной
2846	4920	запись		0	0-7	Запись под диктовку
2847	4921	запись		1	55-62	Он еще не вставал, но уже снова стал делать в тетрадке записи левой рукой
2848	4922	заповедь		1	17-26	Вспомните первую заповедь блаженства: Блаженны нищие духом, яко тех есть Царство Небесное
2849	4923	заповедь		1	58-67	Дугаев хорошо помнил северную поговорку, три арестантские заповеди: не верь, не бойся и не проси
2850	4924	заповедь		2	0-9	Заповедь «не укради»
2851	4925	заповедь		1	69-79	Рокотов всегда ждал от нас нетривиальных результатов, ибо первой его заповедью было: «Всякий, кто приходит ко мне, – гений, пока он не докажет обратного»
2852	4926	заповедь		0	32-42	Вот и получается – у вас десять заповедей, а у меня – уголовный кодекс
2853	4927	заповедь		0	7-16	Первая заповедь подполья – стальная дисциплина
2854	4928	заповедь		0	5-15	Семь заповедей бокса
2855	4929	заповедь		1	44-53	Русский философ Абызов разъяснял мне, что в заповеди «не пожелай жены ближнего» таится осуждение не только пожелавшего, но и самой жены
2856	4930	заповедь		1	13-23	Кроме Десяти заповедей к той же эпохе, вероятно, относится и молитва-исповедание, начинавшаяся словами: «Слушай, Израиль!»
2857	4931	заповедь		0	8-17	Главная заповедь врача – не навреди
2858	4932	заповедь		3	9-18	нарушать заповеди
2859	4933	заповедь		4	7-16	третья заповедь
2860	4934	заповедь		1	53-62	К вашему счастью, я долго служил на Кавказе и усвоил заповедь: гость – лицо священное
2861	4935	запрос		3	9-17	Получены запросы от китайских фирм на поставку газотурбинных электростанций
2862	4936	запрос		0	35-43	Мы еще недостаточно знаем духовные запросы подрастающего поколения
2863	4937	запрос		3	0-7	запрос в фирму на строительство развлекательного комплекса
2864	4938	запрос		4	72-79	Вот так же не обратили внимания и депутаты Краевой думы, когда поступил запрос о снятии с Василия Бородулина депутатской неприкосновенности
2865	4939	запрос		0	50-58	Должны быть удовлетворены материальные и духовные запросы масс, а не их стремление к власти
2866	4940	запрос		1	0-8	запросы покупателя
2867	4941	запрос		0	28-37	Если у человека нет высоких запросов, то и вероятность разочарований явно снижается
2868	4942	запрос		2	0-7	Запрос о снятии с должности
2869	4943	запрос		4	22-29	Направить официальный запрос в министерство
2870	4944	запрос		3	62-69	Барнаульские строительные компании уже отреагировали на такой запрос рынка
2871	4945	запрос		0	24-31	Выяснили, существует ли запрос на реформы, и клубы дали ясно понять: да, мы хотим перемен
2872	4946	запрос		3	33-41	Из Самары и Волгограда поступили запросы на открытие наших гипермаркетов
2873	4947	запрос		4	78-85	Посовещавшись, мы решили обратиться в управление зооцентра с просьбой послать запрос о тигрице в страну-экспортер
2874	4948	запрос		4	42-49	При этом «Тройка Диалог» получила от ФКЦБ запрос даже по поводу простого информирования граждан о пенсионной реформе
2875	4949	запрос		0	28-35	Сформировавшийся в обществе запрос на победу стал одной из основных причин путинского успеха, поскольку он эту победу пообещал
2876	4950	запрос		0	57-65	Седо Судзуки хорошо чувствует дух времени и эстетические запросы общества, может быть, поэтому он особенно популярен в США
2877	4951	запрос		0	62-70	Именно тогда западные коллеги заподозрили неладное, но все их запросы оставались без ответа
2878	4952	запрос		1	0-7	Запрос рынка
2879	4953	запрос		0	0-7	Запрос на оппозицию в обществе созрел
2880	4954	запрос		2	0-7	запрос на продукцию высшего качества
2881	4955	запрос		4	13-22	обратиться с запросом в судебные инстанции
2882	4956	запрос		2	22-32	Составляются письма с запросами на уточнение тех или иных сведений по объектам учета
2883	4957	запруда		0	69-77	В жаркий летний день буйвол по кличке Широколобый сидел в прохладной запруде вместе с несколькими буйволами и буйволицами
2884	4958	запруда		0	27-35	А потом рать, как волна на запруду, напоролась на колья
2885	4959	запруда		0	67-75	Летом бегали купаться не на речку, не на озеро, не на пруд и не на запруду, а на водоем неясного происхождения
2886	4960	запруда		0	63-70	Глина со дна низины была использована для формирования четырех запруд по дну долины, чтобы затопить таким образом низкую болотистую часть
2887	4961	запруда		2	0-8	Запруда перегородила реку
2888	4962	запруда		0	19-27	У моста находилась запруда, которая держала воду перед мельницей
2889	4963	запруда		0	53-61	Мимо волоклись пустыри […], и вдруг открывалась дуга запруды, где чернели неподвижные лодки рыболовов
2890	4964	запруда		0	117-125	Вместо того чтобы готовиться с семьями к встрече Нового года, сотрудники детсада с лопатами и ломами в руках строили запруды, чтобы спасти от затопления свое овощехранилище
2891	4965	запруда		2	34-42	Пять полноводных рек […] прорвали запруды и устремились в котловину
2892	4966	запруда		1	162-169	Традиционными приемами закрепления оврагов является устройство простейших гидротехнических сооружений – водозадерживающих и водоотводящих валов-канав […], донных запруд
2893	4967	запруда		0	12-20	На середине запруды, там, где поглубже, красовались кувшинки
2894	4968	запруда		2	32-40	На реке образовалась неглубокая запруда
2895	4969	запруда		0	2-10	В запруде водятся караси
2896	4970	запруда		0	114-124	Мы разлеглись на брезенте и поехали мимо плотин, проволочных изгородей, загонов, через мостики, над мутно-желтыми запрудами
2897	4971	запруда		1	10-18	Соорудить запруду
2898	4972	запуск		0	102-109	«Протон» – хорошее приобретение, она надежна, дешево обходится в эксплуатации – всего 60 млн долларов запуск
2899	4973	запуск		4	63-71	Так режиссерская аппаратная предупреждает студию о том, что до запуска «шапки» программы осталось пять секунд
2900	4974	запуск		1	33-41	спутник раннего предупреждения о запуске баллистических ракет
2901	4975	запуск		3	16-23	Строительство и запуск отеля занимает до двух лет и больше
2902	4976	запуск		5	6-14	пульт запуска
2903	4977	запуск		1	13-20	Коммерческий запуск ракеты-носителя
2904	4978	запуск		4	0-7	запуск воздушного змея
2905	4979	запуск		1	4-12	При запуске фейерверков используется та же система, что и при пуске ракет
2906	4980	запуск		5	0-7	запуск крыс в камеру с поилкой
2907	4981	запуск		6	0-7	запуск автомобиля в серию
2908	4982	запуск		4	71-79	Зато Сергей, молодой человек Нины, был счастлив – аплодировал во время запуска «салюта»
2909	4983	запуск		2	0-7	Запуск нового цеха
2910	4984	запуск		3	0-7	Запуск мальков в пруд
2911	4985	запуск		4	16-25	Незадолго перед запуском картины в производство состоялись наши кинопробы с Беллой
2912	4986	запуск		6	32-40	Считается, что автомобиль после запуска двигателя должен сразу стартовать
2913	4987	запуск		2	36-43	Утверждаться на рынке было нелегко, запуск каждой новой передачи растягивался
2914	4988	запуск		6	47-55	Во всех котлах и чайниках уже грелась вода для запуска мотора
2915	4989	запуск		4	62-70	Авиация – это всегда красиво, и весь процесс вывоза самолета, запуска моторов, взлета и посадки произвел неизгладимое впечатление на тамошних аборигенов
2916	4990	запуск		6	0-7	Запуск двигателя
2917	4991	запуск		0	0-7	запуск в обращение евро
2918	4992	запуск		1	28-36	Ракета на старте и готова к запуску
2919	4993	запуск		1	24-33	ракета для сверхдальних запусков
2920	4994	запуск		4	23-31	С тех пор как начались запуски искусственных тел в космос, на орбитах вокруг Земли накопилось огромное количество объектов разных размеров
2921	4995	запуск		4	18-26	Встык пошли кадры запуска: огненные струи под ракетной связкой, отход носителей и, наконец, оставшееся огненное пятно, быстро удаляющееся от Земли
2922	4996	запуск		0	9-17	Время от запуска мальков в бассейн до набора ими приемлемого веса составляет примерно полтора-два года
2923	4997	запуск		2	0-7,33-41	запуск нового месторожденияПосле запуска в эксплуатацию прошло 4 месяца
2924	4998	запуск		4	44-51	Декомпрессионный клапан обеспечивает легкий запуск пилы
2925	4999	заработок		1	17-27	Ездить в поисках заработка
2926	5000	заработок		1	76-86	А я зализывал свои сердечные раны и продолжал ходить по редакциям в поисках заработка
2927	5001	заработок		1	30-40	Вся молодость будет пущена на заработки
2928	5002	заработок		2	18-28	Каков ваш средний заработок за последние полгода?
2929	5003	заработок		0	153-164	По дороге племянник Г. нам рассказывает, что некогда богатое село сейчас в страшном упадке, треть домов заколочена, их хозяева канули в прорве Москвы на заработках
2930	5004	заработок		1	25-36	Сын окажется далеко – на заработках и в поисках удовольствий
2931	5005	заработок		2	17-27	Получать высокие заработки
2932	5006	заработок		0	47-57	У него жена, у него квартира, у него приличный заработок
2933	5007	заработок		2	27-37	Он кое-что делал тогда для заработка, вплоть до самого низменного – колки дров на пару с приятелем по деревянным замоскворецким закутам
2934	5008	заработок		2	36-46	Когда фабрика работает хорошо, то и заработок у людей хороший
2935	5009	заработок		2	60-70	И никогда витрины не были так прекрасны, цены так тверды, а заработки так легки
2936	5010	заработок		1	69-79	И то, что в Германии можно будет не отвлекаться на преподавание ради заработка, решило дело
2937	5011	заработок		2	104-114	Очень распространенным среди активных, пассионарных чеченских мужчин стало выезжать целыми бригадами на заработки в другие области
2938	5012	заработок		0	24-36	перебиваться случайными заработками
2939	5013	заражение		0	0-10	заражение здоровых особей больными
2940	5014	заражение		0	60-70	Поедая в массе этих моллюсков, выхухоль снижает вероятность заражения бобров гельминтом
2941	5015	заражение		2	22-32	Необходимо остановить заражение территории отходами вредных производств
2942	5016	заражение		2	0-10	Заражение поймы реки
2943	5017	заражение		2	60-70	Я рою могилы умершим, — их хоронить в болотах нельзя, будет заражение, и я ношу мертвых в дальний песок
2944	5018	заражение		1	0-10	Заражение трихинами бывает гораздо реже, чем рыбным ядом
2945	5019	заражение		1	10-20	Случайное заражение пациента врачом
2946	5020	заражение		2	104-114	Ели и сосны, рекомендованные к удалению […], вырубаются поздней осенью и зимой, когда угроза первичного заражения пней спорами корневой губки бывает наименьшей
2947	5021	заражение		1	134-144	Если их [предприятия] разбомбить с помощью обычных авиабомб, разлетевшиеся химические или биологические вещества неминуемо приведут к заражению местности
2948	5022	заражение		0	86-96	Так как женщин заражено [СПИДом] сравнительно мало, редко встречается и перинатальное заражение
2949	5023	заражение		1	97-107	В госпитале у него начиналась газовая гангрена, но могучий организм пришел на помощь медицине, и заражение было побеждено
2950	5024	заражение		1	0-10	Заражение происходит воздушно-капельным путем
2951	5025	заражение		0	17-27	При естественном заражении клетки вирусом […] именно молекула ДНК входит в клетку и является инфекционным началом
2952	5026	заражение		0	132-142	В природных биоценозах на юге Восточной Сибири от птиц и ондатры выделен вирус H4N6, который оказался патогенным при интраназальном заражении мышей
2953	5027	заражение		2	0-10	заражение леса насекомыми-вредителями
2954	5028	заражение		0	50-60	В жарком и влажном климате всегда существует риск заражения вирусом гепатита
2955	5029	заражение		0	0-10	Заражение клещевым боррелиозом происходит при укусе инфицированным клещом
2956	5030	заражение		1	70-80	Сыпно-тифозная вошь, по-видимому, не является единственным источником заражения
2957	5031	зараза		0	49-56	Им разве надо было скрывать свое замужество, как заразу?
2958	5032	зараза		0	9-16	Тяжелый, зараза, – согласился Николай Аристархович, передавая портфель
2959	5033	зараза		1	19-26	Чтобы уберечься от заразы, советовали пить вместо чая ромашку или мяту
2960	5034	зараза		1	68-75	Обязательно кипяти воду – не хватало еще подцепить еще какую-нибудь заразу!
2961	5035	зараза		0	0-7	Заразы вы все, – с дрожью в голосе сказал Егор
2962	5036	зараза		1	79-86	Периодически возникают громкие скандалы, во время которых потребитель узнает о заразе, которую он случайно не подхватил через испорченный продукт
2963	5037	зараза		1	22-29	Крыс, как разносчиков заразы, истребляли
2964	5038	зараза		1	20-27	Он умер от какой-то заразы во время экспедиции в Африку
2965	5039	зараза		1	45-52	Мало ли, чужой человек полезет в ванную, еще заразу какую-нибудь занесет
2966	5040	зараза		0	16-23	Я ж ей говорил, заразе: не звони Сергею, не дергай его!
2967	5041	зараза		0	7-14	Ах ты, зараза, еще и денег требуешь!
2968	5042	зараза		0	9-16	Нарочно, зараза, так развалилась, нарочно и разговор неприятный завела
2969	5043	зараза		2	8-15	Ни одна зараза не предупредила!
2970	5044	зараза		1	33-41	Пляж будто бы переболел какой-то заразой, оспой – и лежал неприветливый, весь в метинах и щербинах
2971	5045	зараза		0	5-12	«Вот зараза!» – подумал я грешным делом
2972	5046	зародыш		4	0-8	Зародыш демократического строя
2973	5047	зародыш		3	44-52	Он сидел, опустив голову, чем-то похожий на зародыш человека во чреве
2974	5048	зародыш		1	10-19	Положение зародыша в утробе
2975	5049	зародыш		0	103-113	Почему вы […] молчите, когда в великой стране идет удушение великой литературы в ее зрелых плодах и ее зародышах?
2976	5050	зародыш		3	69-78	Я видела когда-то в Москве в одной лаборатории, как снимали развитие зародыша в курином яйце
2977	5051	зародыш		3	123-132	Он сорвал другую ягодку и рассмотрел ее против солнца: […] внутри светился жидкий янтарь и сидели две косточки, похожие на зародыши близнецов
2978	5052	зародыш		4	14-23	Землячества – зародыши всероссийского союза
2979	5053	зародыш		4	29-38	Но влюбленность была в самом зародыше, и развиться ей не было суждено, его призвали в армию
2980	5054	зародыш		2	0-8	зародыш будущей теории
2981	5055	зародыш		3	17-26	У нее там всякие зародыши в банках стояли
2982	5056	зародыш		0	9-18	развитие зародыша лягушки
2983	5057	зародыш		3	137-146	В инкубаторе должен быть влажный воздух, потому что если воздух будет сухой, то из яиц сквозь скорлупу будет испаряться много жидкости и зародыши могут погибнуть
2984	5058	зародыш		0	116-126	В хорошем осетре […] миллионы икринок, но конечная цель природы будет блестяще достигнута, если из этого количества зародышей вырастает хотя бы десяток рыб
2985	5059	зародыш		2	123-131	Бережков знал, что еще со времен Жуковского рядом с аэродинамической лабораторией существовал небольшой музей или, вернее, зародыш будущего музея по истории авиации
2986	5060	зародыш		2	35-45	Для него эти случайные слова стали зародышем будущей формулы
2987	5061	заря		1	0-5	Заря новой эры
2988	5062	заря		1	3-8	На заре демократических преобразований, в канун первых всенародных президентских выборов, он вполне всерьез объявил себя монархистом
2989	5063	заря		2		Из дальней казармы […] донеслись звуки вечерней молитвы, барабан пробил последнюю зорю
2990	5064	заря		2		Пробить вечернюю зорю
2991	5065	заря		0	70-77	И хотя погода стояла жаркая, с ветреными полднями и тихими комариными зорями, все, все говорило о приближении осени
2992	5066	заря		1	64-69	Саша, хотя и улыбался в ответ, не любил прозвище, полученное на заре журналистской карьеры
2993	5067	заря		0	24-29	К рассвету прояснилось. Заря вставала уже зимняя, розовая
2994	5068	заря		1	43-48	Просмотры уникальных кинокадров, снятых на заре кинематографии, в которых фигурируют тогдашние знаменитости, вызывают обычно недоумение или ироническую улыбку
2995	5069	заря		3	7-12	Хороши зори на Брянщине!
2996	5070	заря		2		По переезде малолетный Витушишников научился бойко барабанить зорю
2997	5071	заря		0	3-8,28-33	На заре ты ее не буди, / На заре она сладко так спит
2998	5072	заря		2		Играй зорю!
2999	5073	заря		0	50-55	Отправились спать мы далеко за полночь и утреннюю зарю проспали
3000	5074	заря		4	3-8	на заре автомобилизма
3001	5075	заря		2		Когда мама наконец уговаривает отца посмотреть на внучку, он приходит с корнет-а-пистоном и оглушительно играет над кроваткой, в которой она лежит, утреннюю зорю – сигнал, которым в полку начинается день
3002	5076	заря		0	38-43	А вдали, вдали / Ходят тучи, да алеют зори, / Да летают журавли
3003	5077	заря		4	9-14	Утренняя заря
3004	5078	заря		0	83-88	Розовый свет на красноватых, со смуглотой, древних кирпичных башнях. Кажется, свет зари поднимает их вверх
3005	5079	заряд		2	14-20	отрицательный заряд
3006	5080	заряд		6	120-127	На тонких шелковых нитях, укрепленных в одной точке, подвешены одинаковые легкие бумажные гильзы, имеющие электрические заряды одинакового знака
3007	5081	заряд		5	0-6	Заряд и разряд батареи
3008	5082	заряд		0	119-125	Она […] прицелилась вилкой в ломтик балыка, коснулась его, но тут же разжала пальцы, словно в балыке был электрический заряд, ударивший ее
3009	5083	заряд		5	72-79	Мощность и напряжение зарядного устройства должны быть достаточными для заряда аккумуляторной батареи на 90% номинальной емкости в течение не более 8 ч
3010	5084	заряд		5	0-7	Заряда батарей в ручке нового станка хватает на три–шесть месяцев ежедневного бритья
3011	5085	заряд		3	36-43	И эта боль, как удар электрического заряда, оживила меня
3012	5086	заряд		5	70-76	В одной из батарей оказался неисправным датчик, указывающий на полный заряд батареи
3013	5087	заряд		0	106-112	Он вернулся через двадцать минут и объяснил, что чиновник, неловко разряжая ружье, пустил себе в лоб весь заряд крупной дроби
3014	5088	заряд		0	12-18	Вы получите заряд бодрости на целый день!
3015	5089	заряд		5	130-137	В современных автомобилях очень много потребителей электроэнергии, а движение на невысоких скоростях не обеспечивает полноценного заряда батареи
3016	5090	заряд		0	84-90	Они взяли с Безлетовым по концу веревки и потянули. Сразу далось тяжело, но еще был заряд остервененья и запас сил
3017	5091	заряд		0	0-6	Заряд любопытства, которое кошку сгубило, во мне еще был немалый
3018	5092	заряд		3	25-31	Неожиданно электрический заряд пробежал по его телу
3019	5093	заряд		1	9-15	точечный заряд
3020	5094	заряд		5	32-38	Выключу телефон – надо поберечь заряд
3021	5095	заряд		5	6-13	После заряда первой батареи в том же порядке зарядили и остальные
3022	5096	заряд		0	28-34	На шести шагах самый слабый заряд пробивает ребра
3023	5097	заряд		5	0-7	Заряда батареи хватает на пять часов
3024	5098	заряд		4	0-6	Заряд дроби
3025	5099	заряд		0	41-48	Не стреляйте раньше времени, надо беречь заряды
3026	5100	заряд		3	14-20	Электрический заряд
3027	5101	заряд		0	79-85	Бывшая Шура Федотова, ныне Ширли Федот, во всей своей внешности несла какой-то заряд оптимизма
3028	5102	заряд		6	57-64	Согласно законам электродинамики, удержать электрические заряды в электрическом сосуде нельзя
3029	5103	заряд		6	0-6	заряд, равный одному кулону
3030	5104	заряд		0	40-48	Он говорил сдержанно и тихо, но с таким зарядом ненависти, что все выкрики Хмелева меркли перед этим непробиваемым презрением
3031	5105	заряд		6	40-47	Она объяснила, куда заложить оставшиеся заряды, как соединить их тонким проводом и как тонкий провод примотать к концам кабеля
3032	5106	заряд		5	0-6	Заряд батарей занял около двух часов
3033	5107	заряд		6	61-68	Для примера представьте себе две частицы – два электрических заряда А и В, разделенные расстоянием, равным одному световому часу
3034	5108	заряд		0	139-146	Клёкотов хладнокровно прятался за гаражами, переждал несколько выстрелов, потом выглянул и увидел, что человек с ружьем шарит по карманам: заряды кончились
3035	5109	заряд		0	80-87	За потраву чужих участков многим из нас доставались пониже спины воспитательные заряды соли
3036	5110	заряд		0	43-50	На прыжке в него [в волка] было пущено два заряда: один оторвал ему левое ухо, другой – половину хвоста
3037	5111	заряд		0	82-88	При всем желании использовать эту фразу в качестве детонатора нельзя было, и весь заряд раздражения пришлось нести с собой
3038	5112	заряд		2	0-6	Заряд положительных эмоций
3039	5113	заряд		3	20-27,90-96	Удар электрического заряда был очень мощным. Он вздрогнул, будто его ударил электрический заряд
3040	5114	зарядка		3	92-100	Вчера […] батарейка села. Она у тебя постоянно разряжается. Может, стоит другую купить, или зарядку с собой носить?
3041	5115	зарядка		9	17-25	Утром у них была зарядка, а потом целый день занятия, игры
3042	5116	зарядка		6	3-11	На зарядку становись!
3043	5117	зарядка		2	7-15	Полная зарядка аккумулятора
3044	5118	зарядка		8	26-34,77-85	В сказке Григория Остера «Зарядка для хвоста» мартышка учила слоненка делать зарядку
3045	5119	зарядка		5	42-50	Почему бы, к примеру, не снизить плату за зарядку аквалангов воздухом?
3046	5120	зарядка		0	8-16	Я забыл зарядку для ноутбука
3047	5121	зарядка		5	0-8	Зарядка и ремонт огнетушителя
3048	5122	зарядка		2	44-52	Не горящая при включении зажигания лампочка зарядки аккумулятора говорит о проблемах с генератором
3049	5123	зарядка		5	79-87	Мы устроились на берегу ручья, а Джим продолжал возиться с трансформатором для зарядки батарей
3050	5124	зарядка		2	0-8	Зарядка аккумулятора
3051	5125	зарядка		10	12-20	производить зарядку телефона
3052	5126	зарядка		5	0-8	Зарядка пневматической винтовки
3053	5127	зарядка		9	0-8	Зарядки хватает на несколько дней
3054	5128	зарядка		2	79-87	[Два источника питания] обеспечивают работу прибора от сети переменного тока и зарядку аккумуляторной батареи
3055	5129	зарядка		0	113-121	Я […] спокойно загорала, возилась с цветами и, только когда стемнело, достала ноутбук, но обнаружила, что забыла зарядку
3056	5130	зарядка		7	0-8	Зарядка капкана проста
3057	5131	зарядка		10	106-114	В аэропортах, гостиницах, интернет-кафе и вокзалах Англии начали устанавливать […] платные устройства для зарядки мобильников
3058	5132	зарядка		9	42-50	Благодаря малому энергопотреблению, одной зарядки аккумулятора хватает на пару, а то и больше, видеокассет
3059	5133	зарядка		7	11-19	Переносная зарядка
3060	5134	зарядка		7	43-51	[На оружии] горел зеленый индикатор полной зарядки
3061	5135	зарядка		3	7-15	купить зарядку
3062	5136	зарядка		0	42-50,51-59	Мобильник молчал. Я включил его обратно в зарядку. Зарядку – в розетку
3063	5137	зарядка		4	29-37	Ранним утром, наскоро сделав зарядку, положил я в грибную корзину кусок хлеба […] и отправился в лес
3064	5138	зарядка		1	21-29	Сколько еще осталось зарядки?
3065	5139	зарядка		5	0-8	Зарядку подводного ружья лучше производить в воде
3066	5140	зарядка		10	12-20	У кого есть зарядка для iPad?
3067	5141	зарядка		9	43-51	В шесть часов – подъем, […] потом бежим на зарядку, после которой сразу на речку
3068	5142	зарядка		2	116-124	Трос-батарея будет вырабатывать ток и на этой глубине, но только температурный перепад между концами будет меньше и зарядка аккумуляторов будет происходить медленнее
